Bedrooms,Area_sqft,Bathrooms,Location,Parking_spaces,House_age,Price
5.0,3459.021407501104,1.0,Rural,0.0,99.0,499700.97061232023
4.0,3790.924338664833,2.0,Urban,1.0,,913901.2755616914
6.0,4282.035828246201,1.0,Suburban,2.0,48.0,779921.173636787
3.0,1598.6628069006842,5.0,Suburban,0.0,71.0,416092.2956542011
2.0,4885.663151008984,3.0,Urban,1.0,58.0,1081836.2893504866
5.0,2311.00986845151,5.0,Suburban,1.0,67.0,520570.1636938365
3.0,7319.690027727971,1.0,Suburban,1.0,2.0,1415003.9625781965
6.0,699.7449747688449,3.0,Urban,3.0,10.0,419966.86744561617
1.0,4261.991287015442,1.0,Rural,3.0,93.0,530244.0992846384
3.0,4200.770384676762,,Urban,0.0,75.0,1031809.4633065946
6.0,1966.204029040024,2.0,Suburban,2.0,3.0,570670.3439710967
3.0,4682.420125129013,5.0,Urban,1.0,44.0,1282181.346518017
5.0,929.1722102287638,2.0,Rural,,62.0,95878.8880242976
3.0,1361.4245622479414,1.0,Rural,2.0,13.0,183681.0868011956
4.0,968.6181106412936,4.0,Urban,1.0,76.0,306373.93167710776
1.0,990.1325383102916,3.0,Urban,2.0,57.0,352326.11821617273
1.0,3357.320205159649,5.0,Suburban,,33.0,651588.0688013302
2.0,3503.0767912089277,4.0,,0.0,82.0,620746.3524298249
1.0,3338.1521202145327,2.0,Rural,1.0,5.0,514653.2717533519
4.0,3667.065399457285,1.0,Suburban,3.0,53.0,744847.7201102065
1.0,3224.771449771444,1.0,Urban,2.0,92.0,638231.3154850554
2.0,4786.102025095311,3.0,Rural,0.0,28.0,534634.2882669005
5.0,3405.8322954302553,3.0,Rural,3.0,82.0,569253.6113339432
6.0,660.0689016599675,1.0,Urban,1.0,75.0,254215.75124206176
3.0,2190.525133467769,3.0,Urban,2.0,,582928.6398014125
3.0,4385.303450856508,3.0,Rural,1.0,16.0,580229.9804201978
1.0,637.4725569202099,4.0,Urban,0.0,11.0,314939.7318484479
6.0,1416.102261540092,2.0,Suburban,3.0,16.0,354620.01704620547
6.0,4803.440420243874,4.0,Urban,2.0,47.0,1290845.683530311
1.0,4759.899952970958,1.0,Suburban,0.0,90.0,819635.6007265294
2.0,7319.690027727971,,Rural,2.0,93.0,1211306.858521967
5.0,913.4189946952011,5.0,Suburban,3.0,97.0,356500.9400543521
1.0,2441.212919483336,1.0,Rural,3.0,74.0,324820.41231103195
1.0,2458.3117966491054,2.0,Urban,1.0,90.0,577553.3802511728
3.0,4294.751409213811,5.0,Urban,0.0,33.0,1077450.0275889842
3.0,1944.8649368917256,4.0,,3.0,28.0,446865.631860701
3.0,3255.161678428301,3.0,Rural,2.0,37.0,433255.74701073754
5.0,1642.194851705127,5.0,Rural,0.0,62.0,278769.6911888859
5.0,3218.3225468204864,3.0,Urban,,20.0,886176.6179000833
,3891.175838355888,1.0,Suburban,2.0,56.0,825527.2766334099
6.0,3828.7864943849327,,Urban,3.0,39.0,1086690.1288145292
6.0,938.8144653840386,5.0,Suburban,,52.0,421376.41468092334
6.0,2869.2463736920145,5.0,Urban,3.0,58.0,878973.0015243413
4.0,2944.8523551347976,4.0,Urban,2.0,67.0,695892.1389990477
5.0,2224.7790783899063,1.0,Rural,0.0,24.0,436087.7821495584
5.0,2747.002257403782,5.0,Urban,,31.0,852059.5503001672
2.0,2074.752227883379,1.0,Urban,3.0,62.0,659207.8154259751
6.0,1504.6852347733834,3.0,Suburban,0.0,54.0,447994.0499870593
2.0,2818.2882665017924,2.0,Urban,1.0,36.0,696240.1449682538
3.0,2116.1796334980418,2.0,Rural,1.0,23.0,356644.8599213914
,1068.1420225667605,3.0,Rural,3.0,88.0,156830.944322833
4.0,2599.735031137471,4.0,Suburban,0.0,37.0,721895.2637622333
4.0,3227.659542200659,4.0,Suburban,1.0,46.0,660353.592020509
6.0,2494.728893496282,4.0,Suburban,2.0,43.0,711931.1713017133
3.0,3224.672011464821,5.0,Urban,2.0,24.0,971481.6422545434
1.0,709.2526389802947,4.0,Suburban,2.0,50.0,214653.70065787013
,4479.694461603371,3.0,Urban,2.0,35.0,1222155.9726186113
4.0,2528.089137225109,3.0,Rural,3.0,89.0,455355.90324095066
6.0,4479.909239758897,2.0,Suburban,3.0,6.0,1013121.2567076412
1.0,655.0756674125,3.0,Suburban,0.0,33.0,222835.2373531908
5.0,3025.8209432678123,1.0,Urban,0.0,49.0,703815.0722543086
2.0,4312.722504748367,5.0,Rural,1.0,47.0,570154.9582436659
2.0,2197.911476328456,4.0,Suburban,3.0,18.0,525834.9107446689
4.0,2494.8792928272887,1.0,Rural,0.0,92.0,248359.47743515277
5.0,2684.115424219492,,Urban,1.0,22.0,789122.78777596
1.0,2325.880258767774,4.0,Rural,1.0,12.0,340702.92908970366
2.0,1977.715525482865,5.0,Urban,3.0,91.0,523921.42514441145
3.0,4511.66007030578,4.0,Urban,3.0,8.0,1259041.5441317838
,1581.7207491476772,2.0,Suburban,1.0,34.0,420001.80976568547
2.0,4555.83204848592,1.0,Rural,1.0,96.0,511220.1837080582
5.0,,5.0,Suburban,2.0,79.0,364029.5089250698
5.0,4110.594481216689,2.0,Urban,2.0,85.0,968383.6278546484
,4950.627612575782,2.0,Rural,0.0,56.0,586050.857457018
3.0,2471.7755588539444,1.0,Suburban,3.0,79.0,526661.5873447256
1.0,1933.740332436232,2.0,Suburban,3.0,12.0,440609.17314559617
5.0,1640.1072652684763,5.0,Rural,2.0,7.0,310096.47118838865
2.0,4641.337315487335,,Urban,1.0,52.0,1154552.2834990057
4.0,1432.8905143440109,2.0,Urban,3.0,30.0,442300.73325524264
1.0,4290.038358547766,5.0,Suburban,3.0,47.0,882044.8165152749
2.0,,2.0,Suburban,0.0,29.0,214698.54895405288
1.0,578.2090558346583,3.0,Suburban,3.0,44.0,137024.60637267886
3.0,4770.820383416798,1.0,Urban,3.0,83.0,1113433.691084847
4.0,3924.89737710744,5.0,Suburban,2.0,33.0,891739.5290697502
5.0,2741.1817687559105,2.0,Rural,0.0,13.0,434433.28928862605
5.0,4288.866671735189,1.0,Rural,2.0,94.0,571195.6748865623
2.0,1998.6569231242927,3.0,Urban,,44.0,555739.855776233
6.0,1165.9286631462564,1.0,Suburban,3.0,71.0,310729.52926315437
1.0,3168.1327992430183,,Urban,1.0,93.0,618135.3090220228
5.0,4665.536738963203,4.0,Urban,0.0,77.0,1169407.7611073763
4.0,3349.3533170605883,3.0,Rural,0.0,67.0,468102.3397854178
2.0,3781.5563431113937,1.0,Rural,2.0,20.0,482311.2668770058
4.0,903.3185261972396,3.0,Urban,2.0,27.0,434403.9290274157
4.0,1014.2859649909076,3.0,,2.0,5.0,230341.98787114985
4.0,,1.0,Urban,3.0,3.0,1304043.145003867
1.0,4220.667382083885,1.0,Rural,0.0,29.0,613989.7779128698
5.0,2960.9418464422006,1.0,Suburban,2.0,0.0,607731.5129793311
3.0,3439.6835865679855,3.0,Suburban,2.0,49.0,662612.1404847343
4.0,915.2815643296576,5.0,Suburban,0.0,5.0,385252.0435046442
5.0,4027.943114102099,5.0,Rural,,96.0,583121.0552498238
2.0,944.9312793828592,3.0,Urban,1.0,67.0,261825.0388328973
3.0,4742.740136359678,4.0,Suburban,2.0,61.0,956397.9194735816
3.0,1924.473493705415,1.0,Rural,1.0,88.0,241575.16011880297
3.0,1905.223037219582,4.0,Rural,1.0,25.0,360744.0229296783
6.0,3354.9086537896264,3.0,Suburban,2.0,85.0,728399.0476424545
5.0,1482.994322974882,5.0,Suburban,,35.0,551540.9803761622
1.0,3765.7665966384648,3.0,Suburban,1.0,40.0,677929.1632783471
6.0,2396.4981871066134,3.0,Rural,3.0,16.0,365131.3559554299
1.0,,3.0,Suburban,0.0,18.0,675825.2076637808
5.0,2928.796784419743,1.0,,0.0,53.0,719384.8473678732
1.0,807.503471805219,4.0,Suburban,1.0,39.0,230457.65370272985
1.0,3186.7111260306124,2.0,Suburban,1.0,64.0,608067.256801029
6.0,2050.7183800140183,4.0,Urban,1.0,49.0,685392.1084136397
5.0,971.6362924890744,4.0,Suburban,0.0,,227318.18059280183
4.0,2737.906007760376,3.0,Suburban,2.0,80.0,650827.9737378915
5.0,,2.0,Suburban,2.0,32.0,819740.9650546719
5.0,3857.9326586682737,2.0,Urban,0.0,79.0,1062905.5664017175
4.0,3829.938740085253,4.0,Rural,1.0,91.0,535414.9141179855
1.0,1416.502119977082,2.0,Suburban,1.0,20.0,418267.7108942617
1.0,2040.7263621509592,1.0,Suburban,0.0,13.0,436902.6091966665
3.0,3968.3413890749825,2.0,Urban,1.0,64.0,994023.7435367329
5.0,646.9055489555087,3.0,Suburban,2.0,16.0,243758.1868303385
5.0,809.2077463322049,4.0,Urban,0.0,53.0,339701.86973540636
5.0,1003.4627744710572,3.0,Suburban,0.0,5.0,241551.7553888051
2.0,4634.306197728698,5.0,Rural,1.0,,630474.7381162943
4.0,907.1676287917284,4.0,Rural,2.0,1.0,245074.85948017964
3.0,,2.0,Rural,3.0,23.0,520956.9320788211
1.0,2656.670404615418,3.0,Rural,3.0,6.0,400240.3424179461
1.0,3281.232534292337,1.0,Urban,3.0,88.0,542726.5024164902
2.0,1710.31525621912,1.0,Rural,3.0,34.0,320687.98596845457
5.0,3892.3928322661623,2.0,Rural,2.0,41.0,495577.0250859322
6.0,4718.08982397139,2.0,Rural,2.0,86.0,640489.6745020901
,6868.242324492487,,Rural,0.0,46.0,881279.6277593131
1.0,1521.3411246441387,4.0,Urban,0.0,21.0,434052.98460437026
3.0,2606.693635854637,5.0,Urban,,58.0,688649.1937702056
5.0,,2.0,Suburban,,89.0,506607.844913748
5.0,,2.0,Rural,0.0,9.0,252044.01491475073
6.0,3593.328638613069,2.0,Suburban,2.0,97.0,695391.9608809638
4.0,3663.245484404046,2.0,Urban,3.0,31.0,946621.95365644
5.0,4398.974003874405,5.0,Suburban,1.0,81.0,914401.6547051604
5.0,1227.2891507864215,1.0,Suburban,0.0,17.0,378940.5974860617
5.0,1529.1248423016416,4.0,Suburban,3.0,19.0,453835.2771056404
2.0,1750.199327517805,3.0,Suburban,3.0,66.0,312050.72785073443
4.0,1387.193569577948,3.0,Urban,3.0,42.0,505648.9828224056
3.0,4327.122266423769,4.0,Urban,3.0,41.0,1091314.7578886698
3.0,,3.0,Urban,0.0,34.0,322815.4468011931
6.0,2046.0221364906677,1.0,Urban,0.0,32.0,572158.3352873974
3.0,2203.143905686411,3.0,Urban,1.0,87.0,511113.4912649761
6.0,2990.2108453958645,,Rural,1.0,93.0,417696.0105296964
4.0,1299.948745330617,5.0,Urban,0.0,69.0,395088.7666111082
6.0,1648.8793612779434,5.0,Suburban,1.0,74.0,412706.64636812743
4.0,4975.9188870199905,1.0,Suburban,3.0,91.0,889395.2412134969
1.0,2853.881260618031,4.0,Suburban,1.0,9.0,589449.5910426246
6.0,3466.0119401128695,2.0,Rural,3.0,53.0,325688.65539057594
6.0,1360.6718806156402,2.0,Rural,0.0,43.0,323067.82118406217
6.0,2407.751658109859,4.0,Urban,,84.0,668036.0737249381
6.0,1536.129143197316,2.0,Rural,1.0,63.0,338352.0753579902
1.0,3179.1184756637185,2.0,Suburban,3.0,99.0,626318.8915711865
4.0,1418.110995823604,5.0,Rural,0.0,10.0,296767.2784402767
5.0,4014.4815212674616,5.0,Rural,3.0,23.0,584778.7584297212
4.0,2353.391331878732,5.0,Suburban,1.0,47.0,568626.5462351625
2.0,3856.370173821554,4.0,Urban,0.0,19.0,1042180.7975979684
1.0,2904.307483521541,1.0,Suburban,2.0,72.0,500490.9909967655
6.0,4578.8943376149655,2.0,Urban,2.0,87.0,1066344.6743280313
3.0,579.5951432596574,2.0,Rural,3.0,32.0,116059.42465596934
1.0,632.7682481534267,3.0,Rural,,31.0,143135.37067361642
4.0,3975.354568244043,1.0,Urban,0.0,43.0,1032905.2877999597
3.0,2031.710417000037,1.0,Rural,0.0,97.0,188430.305883307
6.0,1360.034192732012,3.0,Suburban,1.0,4.0,437835.6395633667
4.0,1333.5280094633436,4.0,Urban,1.0,17.0,589848.2580211004
1.0,4776.407388187663,4.0,Suburban,0.0,94.0,862805.6633678994
5.0,2615.821667134993,5.0,Urban,1.0,0.0,814663.6868548365
3.0,1097.2159421867482,3.0,Suburban,0.0,42.0,217077.97364679517
6.0,4469.61026426927,,Suburban,2.0,47.0,931502.7419763568
4.0,1722.0594413796794,5.0,Urban,3.0,26.0,616158.7137765809
2.0,2780.026920422356,5.0,Rural,0.0,79.0,443909.72869440325
2.0,733.5288478328489,2.0,Urban,2.0,3.0,286329.54067075544
6.0,4983.180289361946,2.0,Suburban,2.0,31.0,1039024.2245406152
4.0,4955.940021144296,,Suburban,0.0,9.0,1008456.983047102
2.0,3119.9394189570403,5.0,Suburban,1.0,60.0,722821.186510581
2.0,3882.97477867592,,Suburban,0.0,,745825.5105387615
5.0,4688.993174273638,1.0,Suburban,1.0,42.0,947764.3640278568
4.0,551.7161298415189,1.0,Rural,2.0,26.0,124109.93187120468
,4390.9717646318795,2.0,Rural,2.0,85.0,526701.4850454422
6.0,2499.644071586815,5.0,Suburban,2.0,56.0,624577.5496005025
5.0,4020.747482570393,2.0,Urban,1.0,26.0,1216879.2048980987
5.0,2525.5243691366495,1.0,Suburban,2.0,86.0,482152.6555228728
6.0,3918.251429149084,2.0,Urban,3.0,79.0,997734.5943179346
6.0,4467.481170497207,5.0,Suburban,2.0,92.0,1032598.8569155812
6.0,1049.1372244483189,5.0,Urban,0.0,68.0,438358.0286920902
2.0,1612.0919959762637,3.0,Suburban,2.0,51.0,392027.4068425499
6.0,4233.934041294402,5.0,Rural,0.0,24.0,638750.2854679584
5.0,4567.609986171686,5.0,Urban,1.0,46.0,1264914.3434328309
1.0,1543.0261563020752,3.0,Suburban,2.0,35.0,366830.8763828988
1.0,1345.2928364199836,3.0,Suburban,,67.0,374245.49384302023
3.0,4040.462765107073,5.0,Suburban,3.0,96.0,788329.4356404573
5.0,824.4999181824584,1.0,Rural,3.0,81.0,148933.53465914636
6.0,1596.4552222874,5.0,Urban,1.0,,487401.89408132667
2.0,3139.1559148491815,3.0,Rural,0.0,40.0,396894.56172575307
5.0,772.8301672991068,3.0,Rural,2.0,36.0,209064.76461848457
1.0,,4.0,Suburban,1.0,70.0,577260.1780657964
3.0,1889.144345179379,1.0,Rural,1.0,71.0,213700.6491739638
3.0,2154.8014286229945,2.0,Urban,1.0,64.0,595842.849073734
5.0,4023.574867925298,4.0,Urban,2.0,9.0,1042548.6603485404
3.0,1492.1766206298685,5.0,Suburban,3.0,79.0,424201.9900971401
1.0,722.7358407214998,1.0,Urban,1.0,79.0,128251.53064159684
2.0,2171.3990084287057,,,3.0,34.0,562262.4816841098
5.0,1847.49579721349,1.0,Rural,2.0,81.0,275342.17279233545
6.0,4685.76934447291,,Suburban,1.0,84.0,1036297.2947215914
2.0,1431.9271317945704,3.0,Suburban,1.0,63.0,215288.28922074544
5.0,3522.390266957134,5.0,Rural,2.0,16.0,597270.8529285798
2.0,599.1211455071765,1.0,Suburban,2.0,,114073.34640664991
6.0,4290.464771374704,4.0,Suburban,,92.0,855322.7175002529
3.0,1465.8263296646128,5.0,Suburban,3.0,69.0,460996.765719622
,2196.43493866826,5.0,Suburban,0.0,61.0,560963.3515437862
2.0,687.455682722071,3.0,Urban,3.0,80.0,227916.751716428
5.0,4448.10025492367,2.0,Suburban,1.0,82.0,816871.9170343333
3.0,2433.181746092291,1.0,Urban,1.0,80.0,613215.4369989617
4.0,4204.892434193231,3.0,Rural,3.0,31.0,598613.9526108415
6.0,1763.9688433380968,3.0,Suburban,0.0,68.0,465823.74174328614
2.0,3251.014709974911,3.0,Rural,0.0,3.0,476897.1588980912
6.0,3519.748777369615,1.0,Rural,0.0,89.0,474487.2299809549
3.0,2566.3515517965284,5.0,Suburban,1.0,0.0,646503.7492845979
5.0,4355.9327123379235,3.0,Suburban,1.0,59.0,877254.156378286
5.0,1243.8234993657854,5.0,Rural,0.0,42.0,215859.37442345655
3.0,4101.59695560533,1.0,Rural,0.0,86.0,484486.0757308813
3.0,4229.920743138314,1.0,Urban,2.0,70.0,940331.016029992
6.0,1182.0621721445311,4.0,,3.0,,548076.1389598729
4.0,2170.431922504992,3.0,Rural,0.0,26.0,327257.82474666595
1.0,2858.71626826773,2.0,Suburban,1.0,,613128.7882969368
,4098.734437841876,5.0,Urban,1.0,6.0,1238130.09170377
6.0,896.9076670544181,2.0,Urban,,10.0,415289.4385587081
2.0,1555.940487991322,3.0,Urban,0.0,92.0,403479.4425495732
3.0,3119.824535416654,5.0,Suburban,,43.0,670447.9099872648
6.0,514.2553186131578,4.0,Rural,2.0,,231465.73681705695
4.0,,4.0,,1.0,,841077.7481586447
2.0,3917.079615886759,4.0,Rural,1.0,38.0,511658.2400119733
4.0,3889.3430116103127,5.0,,2.0,38.0,1076472.548844756
2.0,4681.658291032531,5.0,Urban,0.0,62.0,1124140.7181982382
5.0,819.0120915107841,4.0,Rural,1.0,,167842.83799140027
1.0,,5.0,Suburban,1.0,85.0,189978.82715050635
1.0,2231.6162774949644,2.0,Suburban,1.0,87.0,401636.1561119219
5.0,4763.278623139011,5.0,Suburban,3.0,5.0,1059729.9630854735
1.0,2096.786121156006,2.0,Suburban,2.0,48.0,393615.01336444536
6.0,4725.756931852342,3.0,Rural,2.0,0.0,752156.8226676768
4.0,1310.0469686272556,2.0,Suburban,2.0,3.0,393662.6028703976
4.0,3874.328439964098,5.0,Urban,2.0,,973859.226817302
2.0,4152.884975895694,2.0,Urban,1.0,97.0,883152.1842548675
3.0,2868.2530715219123,4.0,Urban,0.0,74.0,705738.193219747
4.0,2737.6516864160967,3.0,Rural,2.0,91.0,360443.5312031998
3.0,1547.4341619557997,4.0,Urban,3.0,60.0,457717.99617447646
2.0,1637.6612274014026,,Suburban,3.0,66.0,305065.45463684056
4.0,551.6629688722003,2.0,Rural,3.0,87.0,64313.86627467957
1.0,4343.998578533906,1.0,Rural,3.0,58.0,554111.0581490356
3.0,3016.331630731969,,Urban,3.0,53.0,798922.5154308584
,2960.1523425054575,,Urban,3.0,11.0,837991.0660292296
6.0,2896.2171474671595,5.0,Urban,0.0,28.0,954151.7527197804
4.0,3114.19423968259,3.0,Rural,1.0,67.0,338393.71543443896
6.0,3894.140949547384,1.0,Rural,0.0,8.0,565179.6474577598
1.0,4854.90144696525,5.0,Urban,2.0,43.0,1204751.5029236395
2.0,1260.8648166019664,5.0,Rural,0.0,94.0,149333.40566803786
2.0,835.8341645168678,1.0,Rural,,18.0,171707.30172134313
2.0,920.3358738888302,5.0,Urban,3.0,21.0,359708.9025641628
2.0,2847.197282051112,4.0,Urban,1.0,77.0,726444.9695783032
1.0,,1.0,Suburban,0.0,56.0,519166.6650896505
1.0,1020.819230054174,,Suburban,1.0,40.0,373688.6064134804
4.0,725.083595695005,,Rural,1.0,24.0,131711.99327004192
5.0,1413.21365408706,5.0,Urban,1.0,18.0,615056.3705129933
6.0,2475.930043628728,5.0,Urban,0.0,61.0,798012.5934719933
2.0,3209.6553982361647,1.0,Rural,,81.0,318584.79633382516
5.0,727.2002498558356,1.0,Suburban,2.0,86.0,314968.4902418951
4.0,,5.0,Suburban,1.0,51.0,984022.7281679002
1.0,4211.5453532500405,,Urban,0.0,19.0,984539.4580114164
3.0,3258.0507238787714,1.0,Rural,2.0,55.0,365382.0314137354
2.0,4301.5524632870965,2.0,Rural,3.0,89.0,524463.0391418152
1.0,3131.018151991649,3.0,Urban,2.0,84.0,752383.614747675
2.0,4986.851706867477,4.0,Urban,3.0,12.0,1338787.78973896
1.0,509.0833298670526,,Rural,1.0,36.0,56115.66846305631
1.0,4181.120371124119,4.0,Urban,3.0,30.0,1080161.3732856635
1.0,1493.6118340353762,3.0,Rural,3.0,2.0,269119.75904104527
6.0,2652.148825591657,2.0,Urban,2.0,56.0,802143.7510807669
1.0,3928.58069059587,4.0,Urban,0.0,36.0,853792.0667809538
3.0,2229.078290618216,5.0,Urban,1.0,99.0,574235.7871096426
1.0,4408.4817784413,4.0,Suburban,1.0,65.0,799325.8639383297
2.0,7319.690027727971,5.0,Rural,2.0,4.0,1182415.705264978
5.0,3841.3887477818967,4.0,Suburban,3.0,21.0,856143.3021750365
1.0,1248.4922348441396,2.0,Urban,1.0,43.0,284929.003913556
1.0,,3.0,Suburban,3.0,66.0,543797.4475693875
6.0,849.2659012914838,2.0,Rural,,70.0,238301.30951056036
4.0,4551.4457063342215,2.0,Urban,3.0,18.0,1213352.7132577572
6.0,3170.9235610541623,4.0,Rural,0.0,82.0,455989.3213766251
1.0,2726.038353160775,5.0,Suburban,2.0,63.0,500281.3251095851
6.0,,5.0,Rural,0.0,27.0,266255.63936361397
2.0,3174.308377527986,5.0,Urban,2.0,20.0,974379.125047076
3.0,3560.593689965531,,Rural,0.0,45.0,478794.88050490135
6.0,2241.854421510339,5.0,Rural,1.0,96.0,414609.62685762974
1.0,2000.581671182047,5.0,Rural,3.0,56.0,303151.5284638929
3.0,2680.707141584891,1.0,Suburban,3.0,41.0,624820.5439569571
1.0,4011.798992662735,3.0,Rural,2.0,68.0,642168.2958829593
1.0,3299.178030669472,4.0,Urban,1.0,55.0,768883.1570264024
4.0,921.525893176596,2.0,,3.0,70.0,175481.57559725613
1.0,973.6663333865556,3.0,Rural,2.0,92.0,159365.0896040516
5.0,4029.893861015379,5.0,Suburban,0.0,12.0,892031.683985773
1.0,3136.145656873559,3.0,Suburban,0.0,96.0,543012.6930597739
6.0,670.9170348043406,2.0,Urban,3.0,31.0,382788.2275965686
5.0,4577.296485588644,5.0,Urban,1.0,97.0,1062849.8857113132
1.0,1236.5771065938566,5.0,Rural,3.0,16.0,206369.2039614613
,1646.9701201169703,5.0,Urban,1.0,89.0,405359.1937409696
,4075.185351418208,1.0,Urban,0.0,75.0,981602.009695906
,2284.9689935460287,4.0,Urban,1.0,30.0,486595.23091663845
2.0,4032.939713430684,2.0,Urban,0.0,92.0,867168.0977645991
2.0,1492.5250621504547,4.0,Rural,2.0,35.0,233875.71252281847
5.0,2644.175227002317,4.0,Rural,2.0,25.0,406845.4373541885
2.0,623.3913948769595,2.0,Urban,1.0,54.0,139464.54515479098
6.0,4545.053708028059,2.0,Urban,2.0,24.0,1189681.5258879263
3.0,4714.021282476472,1.0,Suburban,3.0,18.0,934666.2001858545
1.0,3860.940722611202,5.0,Rural,1.0,67.0,427635.0973877917
5.0,2173.697005625892,3.0,Urban,2.0,16.0,718674.0494724483
1.0,1330.6330829166484,1.0,Rural,2.0,46.0,116971.23856154604
5.0,4191.69878352038,,Suburban,2.0,71.0,800832.0567501844
,530.1967563682698,3.0,Suburban,0.0,2.0,296914.84764064866
2.0,2655.8152839650807,3.0,Suburban,0.0,61.0,514986.58201871015
2.0,4430.014977757315,5.0,Suburban,1.0,32.0,971728.6311153764
2.0,1466.0053878764156,2.0,Suburban,,68.0,278433.9756546835
1.0,4912.325699004977,1.0,Urban,0.0,18.0,1168748.2841519257
3.0,3126.0063529616837,5.0,Rural,1.0,28.0,489575.5285765644
4.0,4979.662208169157,1.0,Urban,1.0,40.0,1168807.783224221
2.0,833.189980605566,1.0,Suburban,2.0,76.0,93535.46282692604
2.0,2973.1264552496464,1.0,,2.0,54.0,376277.75777225767
4.0,4468.964763747362,3.0,Urban,1.0,75.0,1092724.462710516
2.0,1622.8596507721188,1.0,Urban,3.0,6.0,512200.4835256304
1.0,3978.900687638598,4.0,Suburban,1.0,68.0,765073.7995723106
2.0,1757.1547127062238,4.0,Rural,3.0,91.0,291618.12117108016
4.0,2015.7822583749648,1.0,Urban,3.0,27.0,542842.83889539
2.0,1831.7429998639548,2.0,,2.0,26.0,322107.2988175817
2.0,4184.181757036547,1.0,Rural,0.0,56.0,568974.493225446
6.0,3784.3713898181527,1.0,Suburban,1.0,70.0,771276.5938111729
4.0,3278.082908358384,1.0,Rural,0.0,31.0,379514.4856834389
2.0,3335.939367481149,4.0,Suburban,,52.0,596343.951794195
6.0,3156.93990420212,,Suburban,0.0,39.0,725479.5183955509
2.0,1134.3183238479617,2.0,Urban,1.0,31.0,310359.77282582707
4.0,3309.914509122776,4.0,Suburban,2.0,54.0,811230.3019196383
6.0,4136.3567706012345,5.0,Urban,1.0,2.0,1315973.8978913934
4.0,3708.3200353646257,2.0,Suburban,2.0,52.0,792584.5820860695
4.0,2101.8696461977747,5.0,Suburban,2.0,87.0,553096.2620820666
3.0,,1.0,Rural,0.0,55.0,410719.9372931676
3.0,4466.528508537596,2.0,Rural,1.0,60.0,584933.0967149825
2.0,3429.308008031327,5.0,Rural,0.0,69.0,421102.1536480446
6.0,2357.0389673752848,,Urban,0.0,69.0,609428.5724750811
6.0,3194.1158104359383,3.0,Urban,0.0,22.0,963540.5081031708
1.0,1576.2145000200935,5.0,Rural,2.0,30.0,229205.76139929425
4.0,2893.5008555338136,5.0,Rural,1.0,2.0,534944.4606007095
3.0,545.4077301006113,2.0,Rural,0.0,8.0,213120.3589981891
5.0,2186.616055018083,5.0,Rural,2.0,40.0,419301.0784022982
2.0,2895.170960025681,5.0,Urban,1.0,68.0,784928.7244101116
6.0,3447.542024744489,3.0,Suburban,0.0,,612878.0104860694
2.0,3392.035959525906,4.0,Urban,0.0,21.0,858469.7296977425
4.0,,5.0,Urban,2.0,77.0,745707.950184651
2.0,1311.3857094025016,3.0,Urban,3.0,11.0,498390.63479423214
2.0,2097.684754033812,1.0,Rural,3.0,20.0,377996.0389476849
2.0,3067.923307464207,5.0,Suburban,3.0,5.0,711118.166150661
5.0,1540.0891059244098,3.0,Urban,0.0,26.0,503231.82398446125
3.0,4769.806801240087,3.0,Suburban,3.0,15.0,968616.206900059
2.0,1041.1125193025402,2.0,Rural,0.0,40.0,128044.3516906239
5.0,3837.704276808185,1.0,Urban,3.0,54.0,977148.5815306794
6.0,3761.854246917577,5.0,Rural,3.0,94.0,597160.8081725499
1.0,1381.283656641135,4.0,Suburban,,64.0,208969.73732284372
3.0,4330.284173837469,5.0,,2.0,32.0,1061233.7934692863
5.0,2314.676125057243,1.0,Urban,1.0,59.0,581486.0018988083
4.0,3817.311012532594,3.0,Suburban,1.0,70.0,781348.8940309928
1.0,1315.9367596647735,1.0,Suburban,2.0,84.0,202970.9793630704
2.0,2239.073785216162,4.0,,3.0,84.0,208784.4669529606
6.0,4582.3991970228,4.0,Rural,1.0,65.0,749156.9234057507
6.0,3184.1846374343972,1.0,,0.0,5.0,710793.0380276041
5.0,4127.881464517059,2.0,Suburban,3.0,17.0,886522.1579201742
5.0,2371.5831476612334,2.0,Rural,0.0,19.0,476600.9844619686
2.0,3651.133817500344,2.0,Urban,3.0,14.0,938056.4261735436
3.0,627.400734812005,5.0,Suburban,1.0,13.0,280029.4926868014
1.0,501.9925164674355,,Rural,0.0,27.0,91638.87628641324
2.0,2971.951157314283,1.0,Rural,2.0,73.0,298524.80630712176
1.0,4560.063815580072,5.0,Urban,1.0,30.0,1180338.5654037632
6.0,3735.84851309235,5.0,,3.0,91.0,526315.7148929519
4.0,1864.3732675747071,,Rural,3.0,2.0,386649.1586521435
1.0,1895.3804225423976,3.0,Urban,2.0,75.0,444286.1274953173
6.0,2053.534791514876,5.0,,3.0,53.0,519254.4672347862
5.0,3011.190463170351,4.0,Rural,0.0,40.0,424291.60284906754
2.0,4241.154677998865,3.0,Urban,3.0,86.0,986099.377639425
5.0,4338.903305316427,1.0,,3.0,76.0,774095.4193970268
3.0,513.144646796129,4.0,Rural,3.0,75.0,194357.3815784004
6.0,2845.5535961840046,2.0,Suburban,2.0,44.0,606846.2855379914
6.0,4482.339386812645,1.0,Suburban,0.0,91.0,862660.3582513412
3.0,1782.0860968893237,2.0,Suburban,0.0,91.0,336237.02418957936
5.0,2270.515309536162,2.0,Rural,1.0,,338363.6371609243
